job_id,job_title,date,company_name,country,country_code,region,field,full_description,coordinates
PT55,RISCADOR DE MOLDES E CORTADOR DE TECIDOS,2025-12-11,,Portugal,PT,Mainland Portugal,Other / Undefined,"DESENVOLVIMENTO E MODELAÇÃO DE BLAZERS, CASACOS, COLETES, CALÇAS, ENTRE OUTRAS PEÇAS (MASCULINAS E FEMININAS) DOMÍNIO DE SOFTWARE DE MODELAÇÃO GERBER; FLUÊNCIA EM INGLÊS FALADO E ESCRITO POSSIBILIDADE DE ALOJAMENTO INTEGRAÇÃO NUMA EMPRESA SÓLIDA E DE REFERÊNCIA NO SETOR TÊXTIL","(38.7223, -9.1393)"
PT56,EMPREGADO DE ARMAZÉM,2025-11-25,,Portugal,PT,Mainland Portugal,Other / Undefined,"Pretende-se um colaborador proativo e dinâmico com capacidade de liderança e responsabilidade para gestão de armazém e controlo de stocks. Fazer pedidos internos de compras, receção e envios de material. Registo de entradas e saídas de material em software de gestão (PHC). Utilização de porta-paletes, empilhador e ponte rolante.","(38.7223, -9.1393)"
PT57,EMPREGADO DE ARMAZÉM,2025-11-25,,Portugal,PT,Mainland Portugal,Other / Undefined,"Pretende-se uma pessoa proativa e dinâmica com espirito crítico. Vontade de aprender e trabalhar em equipa. As funções serão a receção e armazenamento de mercadorias; Separação de materiais para obras; carregamento de camiões; Registar entrada e saída dos materiais em software de gestão. Utilização de porta-paletes, empilhador e ponte rolante.","(38.7223, -9.1393)"
PT58,ORGANIZADOR DE CONFERÊNCIAS E EVENTOS,2025-09-05,,Portugal,PT,Mainland Portugal,Other / Undefined,"ATENDIMENTO AO CLIENTE; PRESTAR TODAS AS INFORMAÇÕES SOBRE O ALOJAMENTO; REGISTAR RESERVAS; EMISSÃO DE FATURAS E RECEBIMENTOS; SUPERVISÃO À SALA DE REFEIÇÕES E BAR; ORGANIZAR, PREPARAR E SUPERVISIONAR OS EVENTOS. EXPERIENCIA EM TRABALHO DE RECEPÇÃO DE HOTEL, ALOJAMENTO LOCAL OU EVENTOS; EXPERIENCIA EM SOFTWARE DE RESERVAS; BOA CAPACIDADE DE COMUNICAÇÃO; DOMINIO DE LINGUAS; PROFISSIONAL ASSIDUO, PROACTIVO E POLIVALENTE; APRESENTAÇÃO CUIDADA; GOSTO PELO CONTACTO COM O CLIENTE.","(38.7223, -9.1393)"
PT59,DESIGNER DE PRODUTO INDUSTRIAL OU DE EQUIPAMENTO,2025-11-26,,Portugal,PT,Mainland Portugal,Other / Undefined,"Formação académica na área de Design (Design Industrial, Design de Produto,  ou similar; Elegível para estágio profissional IEFP (fator obrigatório); Boa capacidade de comunicação, organização e trabalho em equipa; Sentido prático, atenção ao detalhe e orientação para a solução; Interesse por processos produtivos, materiais e ambiente industrial; Conhecimentos em software de design (por exemplo: AutoCAD ;","(38.7223, -9.1393)"
PT60,REPRESENTANTE COMERCIAL,2025-11-28,,Portugal,PT,Mainland Portugal,Other / Undefined,"Procuramos um comercial  orientado par atingir objectivos, com forte capacidade de prospeção, qualificação e gestão de carteira de clientes, as vendas serão em empresas de qualquer area de negocio, e o produto vai do simples artigo de escritorio passando por a impressão (equipamentos consumiveis e renting com tudo incluido) e a area de informatica tanto em software como em hardware e assistencias tecnica . O profissional deve comunicar de forma direta, saber identificar necessidades, apresentar as propostas e fechar negócios com decisores. É essencial experiência em vendas, disciplina na gestão do seu dia sempre com o foco nos objetivos mensais. Valorizam-se pessoas com conhecimento na area geografica e de negocio.","(38.7223, -9.1393)"
PT61,OUTROS TRABALHADORES POLIVALENTES,2025-03-28,,Portugal,PT,Mainland Portugal,Other / Undefined,CONHECIMENTO EM MANUTENÇÃO DE PISCINAS FORMAÇÃO TÉCNICA NA ÁREA - (VENCIMENTO A CONFIRMAR MEDIANTE A EXPERIÊNCIA) REQUISITO PREFERENCIAL: INGLÊS BÁSICO,"(38.7223, -9.1393)"
PT62,MOTORISTA DE AUTOMÓVEIS LIGEIROS E CARRINHAS,2025-03-29,,Portugal,PT,Mainland Portugal,Other / Undefined,"BOM RELACIONAMENTO INTERPESSOAL, BOA  CAPACIDADE DE COMUNICAÇÃO, BOA APRESENTAÇÃO E  COM EXPERIÊNCIA EM CONTACTO COM CLIENTES. FORMAÇÃO HOTELEIRA/  HOSPITALIDADE PREFERÊNCIA INGLÊS MÉDIO/ BOM","(38.7223, -9.1393)"
PT63,Logistics Supervisor (Fachkraft - Lagerlogistik),2025-11-24,Deutsche Lufthansa AG,Portugal,PT,Lisbon,Electrical & Electronics Engineering,"The Logistics Supervisor manages the team’s personnel, qualifications, and performance. The Supervisor oversees the handling, inspection, and forwarding of aircraft materials ensuring on-time, high-quality, and cost-efficient material supply in coordination with customers. Responsibilities and Tasks including but are not limited to the following: - Plan and manage manpower to meet service levels, ensuring alignment and optimal resource use - Oversee receiving, storing, supplying, and shipping of aircraft materials per procedures - Lead and develop the team through communication, coaching, and feedback - Ensure process compliance with the Quality Management System and drive operational improvements - Coordinate and communicate with colleagues, customers, and vendors. Prioritize and process customer requests, supply issues, and complaints, in close cooperation with other departments Ihr Profil: - Minimum 3+ years of experience in intralogistics (goods receiving, warehousing, shipping) with at least two years leadership experience desired - Experience in aviation logistics is an advantage - High school or Professional School certificate - Good written and spoken Portuguese and English skills - Good computer skills (MS-Office), SAP is an advantage - Willingness to work shifts, holidays, and/or weekends as necessary - IATA regulations training, dangerous goods courses, Export Control courses are an advantage - Lean Basics or Intensive Training is an advantage Please send your application in English. Candidates must have the right to live/work in Portugal. Applications will be evaluated based solely on the candidates' merit, without consideration of any other factors.","(38.7223, -9.1393)"
PT64,MATEMÁTICO,2025-10-02,all levels,Portugal,PT,Mainland Portugal,Other / Undefined,"Responsibilities: Analyze and interpret complex data sets to support decision-making in Risk Management and Finance. Develop and maintain dashboards and reports using Power BI, Excel, and SQL. Contribute to financial modeling and risk analysis initiatives, including IFRS 9, stress testing, and scenario analysis. Support compliance with regulatory frameworks such as Basel IV. Collaborate with cross-functional teams to improve reporting, data governance, and finance processes. Communicate strategic insights clearly to stakeholders at all levels. Main Skills: Strong proficiency in Excel, SQL, and Power BI Solid knowledge of Financial & Risk Modeling (IFRS 9, stress testing, etc.) Experience with Regulatory & Compliance standards Familiarity with data governance and data management practices Language Skills: English fluency","(38.7223, -9.1393)"
PT65,Join our Norwegian Content Moderator team in Lisbon!,2025-09-29,Lansera AB,Portugal,PT,Lisbon,Sustainability & Green Technologies,"Travel to sunny Lisbon and work with the world's most famous brands! How would you feel if your office was just a breath away from beaches with crystal-clear waters? Does 300 days of sunshine – along with flavorful Portuguese cuisine – sound like an option you’d like to explore? Lisbon is a vibrant and charismatic city, and one of the finest capital cities in Europe. The city boasts a glorious climate, lively nightlife, historic monuments, and a range of activities that will entertain visitors of all ages and dispositions. There is a lot to see and do - come and join our ever-growing Customer Care team in Lisbon! Our client Our client is a global leader in outsourcing, providing customer acquisition management, customer care, technical support, debt collection, and social media services. They operate in 88 countries, serving 170 markets, and have 420.000 employees worldwide. You will be part of an extremely driven team in awesome Portugal! Our client is awarded as Best Workplace in Portugal and as the Best Multilingual Omnichannel Contact Center in Europe! They offer complete training by certified instructors as well as many career development opportunities, so this is a unique chance to advance your career! Job description You are going to work as a content reviewer for one of the leading social media platforms. Your daily task will be filtering out inadequate content that goes against the platform's community rules. No previous experience is required, and you will receive a paid education. Requirements Being fluent (C2 level) in the Norwegian language Knowledge of the English language (minimum A2 level) Computer skills (basic skills mandatory, advanced skills like coding preferential) Excellent communication skills: verbal, written, and listening skills EU citizenship or work permit for Portugal What you are offered Complete relocation package that includes: refunded airline ticket + free accommodation in their company apartment throughout the employment Fixed monthly salary + bonus A contract focused on a long-term relationship Free Portuguese language lessons Private Health Insurance Professional growth & development opportunities Special HR team organizing events, sports tournaments, parties & trips Free support from the Employee Relations department during the hiring process, with regards to your Social Security number, Health Insurance (IKA), Tax Number, Bank account, etc Benefits of Portugal Living in Portugal offers many advantages: a warm climate, the Atlantic ocean, mountains nearby, a low crime rate, and a relatively low cost of living. Medicine and education are well developed here, and residents are offered tax exemptions.  As most Portuguese people speak English, one does not need to be fluent in Portuguese to live there. Employers must also pay employees a meal allowance for each workday. Our client pays it through a special card or ticket which makes the meal allowance tax-free.","(38.7223, -9.1393)"
PT66,Work as a Finnish Content Moderator in Lisbon!,2025-09-29,Lansera AB,Portugal,PT,Lisbon,Sustainability & Green Technologies,"Travel to sunny Lisbon and work with the world's most famous brands! How would you feel if your office was just a breath away from beaches with crystal-clear waters? Does 300 days of sunshine – along with flavorful Portuguese cuisine – sound like an option you’d like to explore? Lisbon is a vibrant and charismatic city, and one of the finest capital cities in Europe. The city boasts a glorious climate, lively nightlife, historic monuments, and a range of activities that will entertain visitors of all ages and dispositions.  There is a lot to see and do - come and join our ever-growing Customer Care team in Lisbon! Our client Our client is a global leader in outsourcing, providing customer acquisition management, customer care, technical support, debt collection, and social media services. They operate in 88 countries, serving 170 markets, and have 420.000 employees worldwide. You will be part of an extremely driven team in awesome Portugal! Our client has been awarded as Best Workplace in Greece and as the Best Multilingual Omnichannel Contact Center in Europe! They offer complete training by certified instructors as well as many career development opportunities, so this is a unique chance to advance your career! Job description You are going to work as a content reviewer for one of the leading social media platforms. Your daily task will be filtering out inadequate content that goes against the platform's community rules. No previous experience is required, and you will receive a paid education. Requirements Being fluent (C2 level) in the Finnish language Knowledge of the English language (minimum A2 level) Computer skills (basic skills mandatory, advanced skills like coding preferential) Excellent communication skills: verbal, written, and listening skills EU citizenship or work permit for Portugal What you are offered Complete relocation package that includes: refunded airline ticket + free accommodation in their company apartment throughout the employment Fixed monthly salary + bonus A contract focused on a long-term relationship Free Portuguese language lessons Private Health Insurance Professional growth & development opportunities Special HR team organizing events, sports tournaments, parties & trips Free support from the Employee Relations department during the hiring process, with regards to your Social Security number, Health Insurance (IKA), Tax Number, Bank account, etc Benefits of Portugal Living in Portugal offers many advantages: a warm climate, the Atlantic ocean, mountains nearby, a low crime rate, and a relatively low cost of living. Medicine and education are well developed here, and residents are offered tax exemptions.  As most Portuguese people speak English, one does not need to be fluent in Portuguese to live there. Employers must also pay employees a meal allowance for each workday. Our client pays it through a special card or ticket which makes the meal allowance tax-free.","(38.7223, -9.1393)"
PT67,Finnish Customer Support Adviser in Sunny Lisbon!,2025-09-29,Lansera AB,Portugal,PT,Lisbon,Sustainability & Green Technologies,"Travel to sunny Lisbon and work with the world's most famous brands! How would you feel if your office was just a breath away from beaches with crystal-clear waters? Does 300 days of sunshine – along with flavorful Portuguese cuisine – sound like an option you’d like to explore? Lisbon is a vibrant and charismatic city, and one of the finest capital cities in Europe. The city boasts a glorious climate, lively nightlife, historic monuments, and a range of activities that will entertain visitors of all ages and dispositions. There is a lot to see and do - come and join our ever-growing Customer Care team in Lisbon! Our client Our client is a global leader in outsourcing, providing customer acquisition management, customer care, technical support, debt collection, and social media services. They operate in 88 countries, serving 170 markets, and have 420.000 employees worldwide. You will be part of an extremely driven team in awesome Portugal! Job Description As a Customer Support Agent, your role is, together with your team, to handle customer issues in a friendly, effective and professional manner via e-mail, chat, and phone. Be creative, friendly, and solution-oriented with customers and colleagues Understand the need to meet expectations, rise above them, and go that extra mile for customers Show a flexible approach to working in a changing and fast-growing environment. Work with some of the world's most respected brands Requirements Being fluent (C2 level) in the Finnish language Good knowledge of English (B1-B2 level) required Computer skills (basic skills mandatory, advanced skills like coding preferential) Good analytic skills and logical thinking Excellent communication skills: verbal, written, listening skills Proactive and quick learner, able to adapt and to continuously evolving needs to help clients grow their business on the advertising platform Ability to multitask and work under pressure EU citizenship or work permit for Portugal What you are offered Complete relocation package that includes: refunded airline ticket + free accommodation in their company apartment throughout the employment Fixed monthly salary + bonus A contract focused on a long-term relationship Free Portuguese language lessons Private Health Insurance Professional growth & development opportunities Special HR team organizing events, sports tournaments, parties & trips Free support from the Employee Relations department during the hiring process, with regards to your Social Security number, Health Insurance (IKA), Tax Number, Bank account, etc Benefits of Portugal Living in Portugal offers many advantages: a warm climate, the Atlantic ocean, mountains nearby, a low crime rate, and a relatively low cost of living. Medicine and education are well developed here, and residents are offered tax exemptions.  As most Portuguese people speak English, one does not need to be fluent in Portuguese to live there. Employers must also pay employees a meal allowance for each workday. Our client pays it through a special card or ticket which makes the meal allowance tax-free.","(38.7223, -9.1393)"
PT68,"French Customer Support Agent - Lisbon, Portugal!",2025-09-29,Lansera AB,Portugal,PT,Lisbon,Sustainability & Green Technologies,"Travel to sunny Lisbon and work with the world's most famous brands! How would you feel if your office was just a breath away from beaches with crystal-clear waters? Does 300 days of sunshine – along with flavorful Portuguese cuisine – sound like an option you’d like to explore? Lisbon is a vibrant and charismatic city, and one of the finest capital cities in Europe. The city boasts a glorious climate, lively nightlife, historic monuments, and a range of activities that will entertain visitors of all ages and dispositions. There is a lot to see and do - come and join our ever-growing Customer Care team in Lisbon! Our client Our client is a global leader in outsourcing, providing customer acquisition management, customer care, technical support, debt collection, and social media services. They operate in 88 countries, serving 170 markets, and have 420.000 employees worldwide. You will be part of an extremely driven team in awesome Portugal! Job Description As a Customer Support Agent, your role is, together with your team, to handle customer issues in a friendly, effective and professional manner via e-mail, chat, and phone. Be creative, friendly, and solution-oriented with customers and colleagues Understand the need to meet expectations, rise above them, and go that extra mile for customers Show a flexible approach working in a changing and fast-growing environment. Work with some of the world's most respected brands Requirements Being fluent (C2 level) in the French language Knowledge in the English language (minimum A2 level) Computer skills (basic skills mandatory, advanced skills like coding preferential) Good analytic skills and logical thinking Excellent communication skills: verbal, written, listening skills Proactive and quick learner, able to adapt and to continuously evolving needs to help clients grow their business on the advertising platform Ability to multitask and work under pressure EU citizenship or work permit for Portugal What you are offered Complete relocation package that includes: refunded airline ticket + free accommodation in their company apartment throughout the employment Fixed monthly salary + bonus A contract focused on a long-term relationship Free Portuguese language lessons Private Health Insurance Professional growth & development opportunities Special HR team organizing events, sports tournaments, parties & trips Free support from the Employee Relations department during the hiring process, with regards to your Social Security number, Health Insurance (IKA), Tax Number, Bank account, etc Benefits of Portugal Living in Portugal offers many advantages: a warm climate, the Atlantic ocean, mountains nearby, a low crime rate, and a relatively low cost of living. Medicine and education are well developed here, and residents are offered tax exemptions.  As most Portuguese people speak English, one does not need to be fluent in Portuguese to live there. Employers must also pay employees a meal allowance for each workday. Our client pays it through a special card or ticket which makes the meal allowance tax-free.","(38.7223, -9.1393)"
PT69,"Italian Customer Support Agent - Lisbon, Portugal",2025-09-29,Lansera AB,Portugal,PT,Lisbon,Sustainability & Green Technologies,"Travel to sunny Lisbon and work with the world's most famous brands! How would you feel if your office was just a breath away from beaches with crystal-clear waters? Does 300 days of sunshine – along with flavorful Portuguese cuisine – sound like an option you’d like to explore? Lisbon is a vibrant and charismatic city, and one of the finest capital cities in Europe. The city boasts a glorious climate, lively nightlife, historic monuments, and a range of activities that will entertain visitors of all ages and dispositions. There is a lot to see and do - come and join our ever-growing Customer Care team in Lisbon! Our client  Our client is a global leader in customer experience (CX) services that has been operating in Portugal since 1999. In the country, it maintains three modern hubs - with two in Lisbon (Santos and Sete Rios) and one in Porto (Campanhã) - employing over 4,000 multilingual associates fluent in more than 20 languages. You will be part of an extremely driven team in awesome Portugal! Job Description As a Customer Support Agent, your role is, together with your team, to handle customer issues in a friendly, effective and professional manner via e-mail, chat, and phone. Be creative, friendly, and solution-oriented with customers and colleagues. Understand the need to meet expectations, rise above them, and go that extra mile for customers. Show a flexible approach to working in a changing and fast-growing environment. Work with some of the world's most respected brands. Requirements Being fluent (C2 level) in the Italian language Good knowledge of English (B1-B2 level) required Computer skills Good analytic skills and logical thinking Excellent communication skills: verbal, written, listening skills Proactive and quick learner, able to adapt and to continuously evolving needs to help clients grow their business on the advertising platform Ability to multitask and work under pressure EU citizenship or work permit for Portugal What you are offered Complete relocation package that includes: 200 in flight ticket and 360 monthly as an accommodation fee Fixed monthly salary + bonus A contract focused on a long-term relationship Private Health Insurance Professional growth & development opportunities Special HR team organizing events, sports tournaments, parties & trips Free support from the Employee Relations department during the hiring process, with regards to your Social Security number, Health Insurance (IKA), Tax Number, Bank account, etc Benefits of Portugal Living in Portugal offers many advantages: a warm climate, the Atlantic ocean, mountains nearby, a low crime rate, and a relatively low cost of living. Medicine and education are well developed here, and residents are offered tax exemptions.  As most Portuguese people speak English, one does not need to be fluent in Portuguese to live there. Employers must also pay employees a meal allowance for each workday. Our client pays it through a special card or ticket which makes the meal allowance tax-free.","(38.7223, -9.1393)"
PT70,"Spanish Customer Support Agent - Lisbon, Portugal",2025-09-29,Lansera AB,Portugal,PT,Lisbon,Sustainability & Green Technologies,"Travel to sunny Lisbon and work with the world's most famous brands! How would you feel if your office was just a breath away from beaches with crystal-clear waters? Does 300 days of sunshine – along with flavorful Portuguese cuisine – sound like an option you’d like to explore? Lisbon is a vibrant and charismatic city, and one of the finest capital cities in Europe. The city boasts a glorious climate, lively nightlife, historic monuments, and a range of activities that will entertain visitors of all ages and dispositions. There is a lot to see and do - come and join our ever-growing Customer Care team in Lisbon! Our client Our client is a global leader in outsourcing, providing customer acquisition management, customer care, technical support, debt collection, and social media services. They operate in 88 countries, serving 170 markets, and have 420.000 employees worldwide. You will be part of an extremely driven team in awesome Portugal! Job Description As a Customer Support Agent, your role is, together with your team, to handle customer issues in a friendly, effective and professional manner via e-mail, chat, and phone. Be creative, friendly, and solution-oriented with customers and colleagues Understand the need to meet expectations, rise above them, and go that extra mile for customers Show a flexible approach to working in a changing and fast-growing environment. Work with some of the world's most respected brands Requirements Being fluent (C2 level) in the Spanish language Good knowledge of English (B1-B2 level) required Computer skills (basic skills mandatory, advanced skills like coding preferred) Good analytical skills and logical thinking Excellent communication skills: verbal, written, and listening skills Proactive and quick learner, able to adapt and to continuously evolve to meet the needs to help them grow their business on the advertising platform Ability to multitask and work under pressure EU citizenship or a work permit for Portugal What you are offered Complete relocation package that includes: refunded airline ticket + free accommodation in their company apartment throughout the employment Fixed monthly salary + bonus A contract focused on a long-term relationship Free Portuguese language lessons Private Health Insurance Professional growth & development opportunities Special HR team organizing events, sports tournaments, parties & trips Free support from the Employee Relations department during the hiring process, with regards to your Social Security number, Health Insurance (IKA), Tax Number, Bank account, etc Benefits of Portugal Living in Portugal offers many advantages: a warm climate, the Atlantic ocean, mountains nearby, a low crime rate, and a relatively low cost of living. Medicine and education are well developed here, and residents are offered tax exemptions.  As most Portuguese people speak English, one does not need to be fluent in Portuguese to live there. Employers must also pay employees a meal allowance for each workday. Our client pays it through a special card or ticket which makes the meal allowance tax-free.","(38.7223, -9.1393)"
PT71,German Customer Support Agent to Portugal ⭐,2025-09-29,Lansera AB,Portugal,PT,Lisbon,Sustainability & Green Technologies,"Travel to sunny Lisbon and work with the world's most famous brands! How would you feel if your office was just a breath away from beaches with crystal-clear waters? Does 300 days of sunshine – along with flavorful Portuguese cuisine – sound like an option you’d like to explore? Lisbon is a vibrant and charismatic city, and one of the finest capital cities in Europe. The city boasts a glorious climate, lively nightlife, historic monuments, and a range of activities that will entertain visitors of all ages and dispositions. There is a lot to see and do - come and join our ever-growing Customer Care team in Lisbon! Our client Our client is a global leader in outsourcing, providing customer acquisition management, customer care, technical support, debt collection, and social media services. They operate in 88 countries, serving 170 markets, and have 420.000 employees worldwide. You will be part of an extremely driven team in awesome Portugal! Our client is awarded as Best Workplace in Portugal and as the Best Multilingual Omnichannel Contact Center in Europe! They offer complete training by certified instructors as well as many career development opportunities, so this is a unique chance to advance your career! Job Description As a Customer Support Agent, your role is, together with your team, to handle customer issues in a friendly, effective and professional manner via e-mail, chat, and phone. Be creative, friendly, and solution-oriented with customers and colleagues. Understand the need to meet expectations, rise above them, and go that extra mile for customers. Show a flexible approach working in a changing and fast-growing environment. Work with some of the world's most respected brands. Requirements Being fluent (C2 level) in the German language Good knowledge of English (B1-B2 level) required Computer skills (basic skills mandatory, advanced skills like coding preferential) Good analytic skills and logical thinking Excellent communication skills: verbal, written, listening skills Proactive and quick learner, able to adapt and to continuously evolving needs to help clients grow their business on the advertising platform Ability to multitask and work under pressure EU citizenship or work permit for Portugal What you are offered Complete relocation package that includes: refunded airline ticket + free accommodation in their company apartment throughout the employment Fixed monthly salary + bonus A contract focused on a long-term relationship Free Portuguese language lessons Private Health Insurance Professional growth & development opportunities Special HR team organizing events, sports tournaments, parties & trips Free support from the Employee Relations department during the hiring process, with regards to your Social Security number, Health Insurance (IKA), Tax Number, Bank account, etc Benefits of Portugal Living in Portugal offers many advantages: a warm climate, the Atlantic ocean, mountains nearby, a low crime rate, and a relatively low cost of living. Medicine and education are well developed here, and residents are offered tax exemptions.  As most Portuguese people speak English, one does not need to be fluent in Portuguese to live there. Employers must also pay employees a meal allowance for each workday. Our client pays it through a special card or ticket which makes the meal allowance tax-free.","(38.7223, -9.1393)"
PT72,INSTRUTORES E MONITORES DE ATIVIDADE FÍSICA E RECREAÇÃO,2025-11-28,,Portugal,PT,Mainland Portugal,Other / Undefined,"Procuramos pessoa com competências de Animação Sociocultural para dinamizar atividades educativas, culturais e recreativas, promovendo o bem-estar social e a integração dos participantes. Funções: Planeamento e condução de atividades lúdicas, culturais e educativas. Fomentar a participação e o desenvolvimento social dos utentes. Colaborar com a equipa na implementação de projetos socioculturais. Avaliar e registar resultados das atividades. Requisitos: Formação em Animação Sociocultural ou área relacionada. Criatividade, dinamismo e capacidade de comunicação. Espírito de equipa e empatia. Oferecemos integração numa equipa comprometida, oportunidades de desenvolvimento e remuneração conforme CCT","(38.7223, -9.1393)"
PT73,INSTRUTORES E MONITORES DE ATIVIDADE FÍSICA E RECREAÇÃO,2025-11-27,,Portugal,PT,Mainland Portugal,Other / Undefined,"Procuramos um(a) Instrutor Fitness dinâmico(a), motivado(a) e apaixonado(a) por transformar vidas através do exercício. Junta-te à nossa equipa com liberdade e impacto! O que procuramos? Certificação em Personal Training ou área equivalente; Experiência comprovada em treinos personalizados e acompanhamento de clientes; Domínio de plataformas digitais; Boa comunicação e capacidade de motivação; Paixão por promover um estilo de vida ativo e saudável; Flexibilidade para se adaptar às necessidades dos clientes. Responsabilidades: Avaliar as condições físicas e os objetivos dos clientes; Elaborar planos de treino personalizados e ajustados ao progresso de cada pessoa; Realizar sessões de treino individuais ou em grupo; Oferecer suporte motivacional e técnico aos clientes; Colaborar com outros profissionais da equipa para garantir um serviço integrado; Criar conteúdo motivacional e educativo para o site e redes sociais (opcional). O que oferecemos? Trabalho com flexibilidade horária; Remuneração competitiva baseada no número de clientes acompanhados; Oportunidade de crescimento profissional numa marca em expansão; Ambiente de trabalho colaborativo e motivador; Ferramentas digitais para facilitar o acompanhamento e comunicação.","(38.7223, -9.1393)"
PT74,INSTRUTORES E MONITORES DE ATIVIDADE FÍSICA E RECREAÇÃO,2025-11-26,,Portugal,PT,Mainland Portugal,Other / Undefined,"Promover o desenvolvimento sociocultural de grupos e comunidades, organizando, coordenando e/ou desenvolvendo atividades de animação (de caráter cultural, educativo, social, lúdico e recreativo). Organiza, coordena e ou desenvolve actividades de animação e desenvolvimento sócio-cultural junto dos utentes no âmbito dos objectivos da instituição; acompanha e procura desenvolver o espírito de pertença, cooperação e solidariedade das pessoas, bem como proporcionar o desenvolvimento das suas capacidades de expressão e realização, utilizando para tal métodos pedagógicos e de animação","(38.7223, -9.1393)"
PT75,INSTRUTORES E MONITORES DE ATIVIDADE FÍSICA E RECREAÇÃO,2025-11-25,,Portugal,PT,Mainland Portugal,Other / Undefined,Profissional capaz de planear e desenvolver atividades de animação sociocultural e promover a implementação de programas recreativos numa comunidade de idosos.,"(38.7223, -9.1393)"
PT76,INSTRUTORES E MONITORES DE ATIVIDADE FÍSICA E RECREAÇÃO,2025-11-21,,Portugal,PT,Mainland Portugal,Other / Undefined,"ANIMADOR SOCIOCULTURAL CONTEÚDO FUNCIONAL: INERENTES À FUNÇÃO, COM EXPERIÊNCIA MÍNIMA DE 1 ANO; CONHECIMENTOS DE INFORMÁTICA NA ÓTICA DO UTILIZADOR; CAPACIDADE DE PENSAMENTO CRÍTICO, CONCEPTUAL E ANALÍTICO; FACILIDADE EM ESTABELECER E MANTER UMA RELAÇÃO EMPÁTICA COM O UTENTE; CAPACIDADE DE ADAPTAÇÃO E ESPÍRITO DE EQUIPA; - 1 COLABORADOR A TEMPO INTEIRO - 1 COLABORADOR A PART-TIME ESCOLARIDADE MINIMA 12º ANO LOCAL DE TARBALHO: POVOA DE SANTA IRIA","(38.7223, -9.1393)"
PT77,Deutschsprachiger Kundensupportmitarbeiter (m/w/d) (German market fully remote within Portugal) (Callcenteragent/in),2025-10-03,SARLT Consulting,Portugal,PT,Mainland Portugal,Other / Undefined,"✨ Beschreibung Du interessierst dich für Kundenservice und moderne Technologien? Du möchtest in einer pulsierenden Stadt leben und internationale Berufserfahrung sammeln? Dann komm nach Lissabon! Die Hauptstadt des Surfens, der Sonne, der Kunst – und deines neuen Jobs! Werde Teil eines globalen Kundenserviceteams und unterstütze eines der renommiertesten Unternehmen der Welt. Deine Mission: Kundenanliegen professionell, empathisch und lösungsorientiert bearbeiten – und gleichzeitig für ein sicheres Online-Erlebnis sorgen. 🛠️ Deine Aufgaben - Professionelle Bearbeitung eingehender Anfragen via Telefon, Chat oder E-Mail - Prüfung und Moderation von Inhalten auf sozialen Netzwerken (Videos, Bilder, Audio) - Sicherstellung der Einhaltung von Community-Richtlinien - Identifikation und Entfernung nicht regelkonformer Inhalte - Strukturierung und Auswertung von Nutzerdaten zur Optimierung des Service - Dokumentation aller Kundenkontakte in der Servicedatenbank - Problemlösung durch gezielte Fragestellungen und Nutzung interner Wissensquellen - Empfehlung von Lösungen bei häufig auftretenden Problemen 🔎 Dein Profil - Deutsch auf muttersprachlichem Niveau (C1–C2) - Gute Englischkenntnisse (mindestens B2) - EU-Pass oder gültige Arbeitserlaubnis für Portugal - Bereitschaft zu Schichtarbeit - Erste Erfahrungen im Kundenservice von Vorteil - Ausgeprägte Kommunikationsfähigkeit & Empathie - Flexibilität und Teamgeist - Starkes Zeitmanagement 🎁 Wir bieten dir - Erstattung der Anreisekosten - Abholung vom Flughafen - Unterkunft in Unternehmenswohnungen (inkl. Nebenkosten) - Verpflegungszuschuss - Intensive Schulung & Coaching-Programme - Karrierechancen in einem internationalen Unternehmen - Stabile Anstellung mit Entwicklungsperspektiven - Private Krankenversicherung ab dem 1. Arbeitstag - Kostenloser Portugiesischunterricht, Sportangebote & Events 🚀 Starte dein Abenteuer in Portugal! Werde Teil eines motivierten Teams und wachse in einem dynamischen, internationalen Umfeld. Jetzt bewerben und durchstarten! Shirley.arlt@cbtalents.org","(38.7223, -9.1393)"
